zip,Zipcode name,City,State,County Name
11977,"WESTHAMPTON, NY",WESTHAMPTON,NY,SUFFOLK
11978,"WESTHAMPTON BEACH, NY",WESTHAMPTON BEACH,NY,SUFFOLK
13490,"WESTMORELAND, NY",WESTMORELAND,NY,ONEIDA
14788,"WESTONS MILLS, NY",WESTONS MILLS,NY,CATTARAUGUS
12993,"WESTPORT, NY",WESTPORT,NY,ESSEX
10998,"WESTTOWN, NY",WESTTOWN,NY,ORANGE
12886,"WEVERTOWN, NY",WEVERTOWN,NY,WARREN
12786,"WHITE LAKE, NY",WHITE LAKE,NY,SULLIVAN
10601,"WHITE PLAINS, NY",WHITE PLAINS,NY,WESTCHESTER
10602,"WHITE PLAINS, NY",WHITE PLAINS,NY,WESTCHESTER
10603,"WHITE PLAINS, NY",WHITE PLAINS,NY,WESTCHESTER
10605,"WHITE PLAINS, NY",WHITE PLAINS,NY,WESTCHESTER
10606,"WHITE PLAINS, NY",WHITE PLAINS,NY,WESTCHESTER
10607,"WHITE PLAINS, NY",WHITE PLAINS,NY,WESTCHESTER
10610,"WHITE PLAINS, NY",WHITE PLAINS,NY,WESTCHESTER
12787,"WHITE SULPHUR SPRINGS, NY",WHITE SULPHUR SPRINGS,NY,SULLIVAN
12887,"WHITEHALL, NY",WHITEHALL,NY,WASHINGTON
13492,"WHITESBORO, NY",WHITESBORO,NY,ONEIDA
11357,"WHITESTONE, NY",WHITESTONE,NY,QUEENS
14897,"WHITESVILLE, NY",WHITESVILLE,NY,ALLEGANY
13862,"WHITNEY POINT, NY",WHITNEY POINT,NY,BROOME
14588,"WILLARD, NY",WILLARD,NY,SENECA
13863,"WILLET, NY",WILLET,NY,CORTLAND
14589,"WILLIAMSON, NY",WILLIAMSON,NY,WAYNE
13493,"WILLIAMSTOWN, NY",WILLIAMSTOWN,NY,OSWEGO
11596,"WILLISTON PARK, NY",WILLISTON PARK,NY,NASSAU
12495,"WILLOW, NY",WILLOW,NY,ULSTER
12996,"WILLSBORO, NY",WILLSBORO,NY,ESSEX
13864,"WILLSEYVILLE, NY",WILLSEYVILLE,NY,TIOGA
12997,"WILMINGTON, NY",WILMINGTON,NY,ESSEX
14172,"WILSON, NY",WILSON,NY,NIAGARA
12496,"WINDHAM, NY",WINDHAM,NY,GREENE
13865,"WINDSOR, NY",WINDSOR,NY,BROOME
12594,"WINGDALE, NY",WINGDALE,NY,DUTCHESS
13697,"WINTHROP, NY",WINTHROP,NY,SAINT LAWRENCE
12998,"WITHERBEE, NY",WITHERBEE,NY,ESSEX
14590,"WOLCOTT, NY",WOLCOTT,NY,WAYNE
12788,"WOODBOURNE, NY",WOODBOURNE,NY,SULLIVAN
11797,"WOODBURY, NY",WOODBURY,NY,NASSAU
13494,"WOODGATE, NY",WOODGATE,NY,ONEIDA
11421,"WOODHAVEN, NY",WOODHAVEN,NY,QUEENS
14898,"WOODHULL, NY",WOODHULL,NY,STEUBEN
11598,"WOODMERE, NY",WOODMERE,NY,NASSAU
12789,"WOODRIDGE, NY",WOODRIDGE,NY,SULLIVAN
11377,"WOODSIDE, NY",WOODSIDE,NY,QUEENS
12498,"WOODSTOCK, NY",WOODSTOCK,NY,ULSTER
12197,"WORCESTER, NY",WORCESTER,NY,OTSEGO
12790,"WURTSBORO, NY",WURTSBORO,NY,SULLIVAN
11798,"WYANDANCH, NY",WYANDANCH,NY,SUFFOLK
12198,"WYNANTSKILL, NY",WYNANTSKILL,NY,RENSSELAER
14591,"WYOMING, NY",WYOMING,NY,WYOMING
11980,"YAPHANK, NY",YAPHANK,NY,SUFFOLK
10701,"YONKERS, NY",YONKERS,NY,WESTCHESTER
10702,"YONKERS, NY",YONKERS,NY,WESTCHESTER
10703,"YONKERS, NY",YONKERS,NY,WESTCHESTER
10704,"YONKERS, NY",YONKERS,NY,WESTCHESTER
10705,"YONKERS, NY",YONKERS,NY,WESTCHESTER
10710,"YONKERS, NY",YONKERS,NY,WESTCHESTER
14592,"YORK, NY",YORK,NY,LIVINGSTON
14173,"YORKSHIRE, NY",YORKSHIRE,NY,CATTARAUGUS
10598,"YORKTOWN HEIGHTS, NY",YORKTOWN HEIGHTS,NY,WESTCHESTER
13495,"YORKVILLE, NY",YORKVILLE,NY,ONEIDA
14174,"YOUNGSTOWN, NY",YOUNGSTOWN,NY,NIAGARA
12791,"YOUNGSVILLE, NY",YOUNGSVILLE,NY,SULLIVAN
12792,"YULAN, NY",YULAN,NY,SULLIVAN
